Year,Month,Day,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Dew Point(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Rainfall(mm),Total Bright Sunshine(hours),Prevailling Wind Direction(degrees),Mean Wind Speed(km/h)
2004,11,13,1018.0,25.3,24.4,23.7,20.6,80,85,Trace,1.2,080,31.8
2004,11,14,1015.8,27.2,25.0,23.5,21.7,82,55, 0.0,5.3,060,12.7
2004,11,15,1017.1,24.5,23.2,20.1,17.9,73,66, 0.0,1.6,010,26.7
2004,11,16,1019.9,21.7,19.8,18.5,14.3,70,86, 0.0,1.9,010,28.5
2004,11,17,1019.9,23.9,20.9,18.9,14.1,65,59, 0.0,6.8,010,23.2
2004,11,18,1019.7,23.0,20.6,18.2,9.1,48,4, 0.0,10.2,020,23.2
2004,11,19,1019.5,22.7,20.4,18.3,9.8,51,0, 0.0,10.1,090,21.4
2004,11,20,1019.6,22.3,20.4,18.5,14.1,68,2, 0.0,9.8,080,26.9
2004,11,21,1020.9,22.6,20.8,18.9,15.1,70,18, 0.0,9.5,070,31.2
2004,11,22,1020.5,23.9,21.7,19.4,15.7,69,34, 0.0,9.8,070,33.8
2004,11,23,1019.8,23.2,22.0,20.5,17.1,74,79,Trace,0.0,070,30.3
2004,11,24,1020.4,24.6,22.8,21.3,19.1,80,91, 0.4,0.8,080,32.4
2004,11,25,1020.7,26.0,23.7,21.9,19.4,77,80, 0.0,2.2,060,16.5
2004,11,26,1021.6,23.9,22.2,19.2,15.4,66,71, 0.0,7.6,010,33.5
2004,11,27,1022.3,21.1,19.4,17.8,12.6,65,75, 0.0,0.0,010,21.8
2004,11,28,1020.8,22.9,20.5,18.4,13.9,66,9, 0.0,9.7,070,16.0
2004,11,29,1019.5,23.8,21.2,19.3,15.9,73,11, 0.0,9.5,080,18.7
2004,12,01,1020.2,23.3,21.5,19.9,16.3,72,32, 0.0,9.2,080,38.4
2004,12,02,1019.5,24.4,22.0,20.2,17.5,76,31, 0.0,8.0,050,26.3
2004,12,03,1012.4,25.8,23.3,20.6,15.3,62,72, 0.0,0.6,010,25.3
2004,12,04,1013.6,24.6,22.1,19.1,12.0,53,11, 0.0,8.7,010,37.1
2004,12,05,1019.9,21.4,19.3,17.2,9.7,54,28,Trace,9.3,010,34.1
2004,12,06,1023.8,20.9,19.5,18.1,13.6,69,39,Trace,7.9,080,31.5
2004,12,07,1023.7,21.5,19.4,18.0,8.3,50,72, 0.0,7.6,020,26.0
2004,12,08,1022.3,20.5,18.3,16.1,9.0,55,15, 0.0,9.2,010,21.2
2004,12,09,1021.7,20.8,18.8,16.7,11.8,65,3, 0.0,9.3,070,25.1
2004,12,10,1022.1,21.4,19.3,17.3,12.9,67,5, 0.0,9.5,080,21.5
2004,12,11,1022.5,21.3,19.4,17.9,14.3,73,12, 0.0,9.4,070,23.6
2004,12,12,1022.4,23.3,20.5,18.0,10.3,55,4, 0.0,9.4,020,20.3
2004,12,13,1021.5,21.2,19.2,17.0,11.0,60,21, 0.0,9.5,090,31.0
2004,12,14,1018.7,20.9,19.2,17.3,13.9,72,26,Trace,6.5,070,29.3
2004,12,15,1017.2,23.0,20.4,18.4,16.1,77,14, 0.0,8.9,050,15.0
2004,12,16,1018.6,22.1,20.3,18.8,15.5,75,29, 0.0,9.3,080,29.6
2004,12,17,1018.8,21.8,20.1,18.4,15.9,77,28, 0.0,8.9,080,24.4
2004,12,18,1016.3,22.5,20.1,18.6,16.9,82,41, 0.0,6.5,090,17.0
2004,12,19,1014.6,22.6,20.3,19.2,17.2,82,33, 0.0,7.8,080,13.3
2004,12,20,1016.4,22.1,20.3,18.7,16.7,81,27,Trace,8.6,090,17.6
2004,12,21,1016.7,21.0,19.9,19.2,15.5,76,72, 0.0,4.7,090,37.7
2004,12,22,1015.3,21.5,20.2,19.4,17.2,83,81,Trace,5.9,080,25.9
2004,12,23,1015.5,24.1,21.4,19.8,17.9,81,61, 0.0,8.7,060,13.1
2004,12,24,1019.0,20.6,19.6,18.3,15.6,78,71,Trace,7.2,080,33.1
2004,12,25,1019.0,20.2,19.1,18.1,15.4,79,81, 0.0,2.2,070,29.7
2004,12,26,1017.6,20.9,19.3,18.4,15.4,78,51,Trace,6.9,090,28.8
2004,12,27,1018.9,21.4,18.8,16.9,13.8,73,46, 0.0,6.2,020,19.5
2004,12,28,1020.7,17.1,13.5,9.9,8.0,70,60, 0.0,0.5,010,27.0
2004,12,29,1021.1,14.9,12.4,8.9,7.2,71,39, 0.0,3.3,020,26.2
2004,12,30,1022.0,16.8,14.2,9.3,8.3,68,87, 0.0,0.2,010,33.9
2005,1,01,1026.8,12.1,9.4,6.4,-2.8,43,19, 0.0,9.5,010,27.7
2005,1,02,1022.5,14.1,12.1,10.7,2.7,53,61, 0.0,1.7,030,14.6
2005,1,03,1018.7,18.1,15.3,12.1,8.7,65,68, 0.0,1.3,060,17.7
2005,1,04,1020.4,18.2,16.7,15.3,9.3,62,85, 0.0,0.0,020,15.3
2005,1,05,1021.4,18.0,16.9,16.2,12.8,77,87, 0.0,1.4,080,30.4
2005,1,06,1020.5,20.4,17.5,15.2,11.6,69,27, 0.0,8.8,020,10.5
2005,1,07,1021.2,19.3,17.4,16.2,13.9,80,36, 0.0,9.4,070,25.6
2005,1,08,1021.5,19.4,17.7,16.8,13.5,77,88, 0.0,1.1,070,24.8
2005,1,09,1022.0,17.6,16.2,14.3,10.7,70,56, 0.0,7.5,020,24.2
2005,1,10,1022.0,16.7,15.2,12.9,10.3,73,47, 0.0,8.8,090,24.3
2005,1,11,1021.7,18.8,16.6,15.0,12.3,76,27, 0.0,9.0,070,21.6
2005,1,12,1021.1,18.1,16.0,14.3,11.3,74,51, 0.0,6.5,040,20.2
2005,1,13,1019.7,16.2,12.0,9.9,8.9,82,92, 3.5,0.0,010,29.5
2005,1,14,1021.0,14.3,11.3,7.4,2.6,56,42, 0.0,8.2,010,34.6
2005,1,15,1021.3,15.3,12.5,9.7,2.6,52,21, 0.0,9.0,010,20.9
2005,1,16,1022.2,15.9,13.5,11.2,4.9,56,22, 0.0,9.3,020,15.5
2005,1,17,1021.6,16.1,14.4,13.0,9.2,72,34, 0.0,7.6,080,28.5
2005,1,18,1020.3,17.7,15.8,14.1,12.0,78,68, 0.0,8.2,060,24.0
2005,1,19,1021.1,18.4,16.8,15.6,13.5,81,78, 0.0,5.3,050,20.9
2005,1,20,1025.0,16.5,15.8,15.2,12.6,82,87, 0.0,0.0,080,34.9
2005,1,21,1025.3,17.2,15.9,14.4,12.3,79,81,Trace,5.1,080,34.1
2005,1,22,1021.6,19.9,17.3,15.6,14.5,84,60,Trace,3.2,070,17.5
2005,1,23,1019.2,21.1,18.2,16.1,15.3,84,30, 0.0,9.7,070,12.8
2005,1,24,1017.0,19.7,17.8,16.5,14.7,82,76, 0.0,4.5,050,15.6
2005,1,25,1012.4,21.6,19.8,18.2,17.7,88,81, 0.0,2.1,050,8.4
2005,1,26,1012.1,20.8,18.5,16.9,17.0,91,78,Trace,1.7,090,20.6
2005,1,27,1011.8,19.6,18.2,16.7,16.1,87,86,Trace,2.6,050,20.5
2005,1,28,1010.6,19.6,18.9,18.3,17.9,93,92, 0.4,0.0,040,12.0
2005,1,29,1011.9,19.3,18.3,17.4,17.2,93,94,Trace,0.2,040,15.1
2005,1,30,1015.3,18.8,17.3,14.8,16.3,94,100, 1.0,0.0,050,22.0
2005,2,01,1018.3,14.2,13.0,12.0,8.7,75,95,Trace,0.0,050,25.0
2005,2,02,1018.9,13.9,13.1,12.0,10.2,82,97,Trace,0.0,070,41.1
2005,2,03,1018.4,14.6,13.6,12.9,12.1,91,100, 0.6,0.0,070,35.4
2005,2,04,1016.5,18.9,16.6,14.3,15.4,93,97,Trace,0.4,040,15.7
2005,2,05,1016.2,19.2,18.5,17.9,17.5,94,97,Trace,0.3,050,19.8
2005,2,06,1017.8,19.4,18.5,17.8,17.3,93,92, 0.1,0.9,060,18.8
2005,2,07,1018.8,24.5,20.7,18.1,18.2,87,54, 0.1,8.1,050,12.4
2005,2,08,1019.6,21.2,19.3,17.9,18.2,94,88, 0.3,1.5,060,20.7
2005,2,09,1019.6,21.2,19.3,17.6,16.8,85,89,Trace,6.2,050,20.7
2005,2,10,1021.5,24.1,19.2,16.6,16.6,85,82,Trace,3.2,040,21.3
2005,2,11,1024.0,17.5,16.1,14.8,12.1,77,86, 0.0,2.6,030,26.1
2005,2,12,1022.3,20.3,17.4,15.7,13.9,80,60, 0.0,6.4,070,26.4
2005,2,13,1020.9,17.9,16.6,15.2,13.5,82,83,Trace,2.2,080,35.9
2005,2,14,1017.3,18.4,17.0,15.4,14.5,85,92,Trace,0.1,080,32.9
2005,2,15,1014.1,20.8,19.1,17.3,18.0,94,96, 0.2,0.3,030,16.2
2005,2,16,1011.7,24.7,22.8,20.5,20.9,89,89,Trace,0.4,180,17.6
2005,2,17,1011.2,24.4,22.6,19.5,20.8,90,90, 1.1,0.0,170,14.8
2005,2,18,1015.9,19.5,15.2,12.8,12.7,85,96, 0.9,0.0,010,25.9
2005,2,19,1021.6,14.6,12.6,10.6,5.3,61,88, 0.0,0.0,010,36.1
2005,2,20,1024.6,10.8,9.9,9.0,4.6,70,93,Trace,0.0,020,29.5
2005,2,21,1022.9,11.0,10.3,9.4,6.8,79,98,Trace,0.0,030,26.2
2005,2,22,1019.4,13.8,12.3,10.6,10.2,87,100,Trace,0.0,030,18.2
2005,2,23,1013.1,18.0,16.0,13.6,14.4,91,95,Trace,1.3,040,13.5
2005,2,24,1009.5,23.1,20.0,17.4,18.8,93,96, 2.7,0.2,030#,8.2#
2005,2,25,1012.3,20.8,18.2,16.0,17.3,95,96, 0.8,0.0,050,24.3
2005,2,26,1017.3,16.5,15.3,14.0,13.4,88,100,Trace,0.0,080,47.4
2005,2,27,1018.3,14.5,14.1,13.1,12.2,89,97, 3.7,0.0,070,39.5
2005,3,01,1021.0,14.4,13.7,12.5,11.3,85,94, 6.7,0.0,080,39.4
2005,3,02,1020.9,15.0,13.9,12.3,12.3,91,98,12.7,0.0,010,29.8
2005,3,03,1024.2,14.4,12.6,10.6,8.6,77,76, 3.7,1.4,010,37.1
2005,3,04,1028.7,14.2,12.5,10.6,5.5,63,74, 1.1,0.0,020,28.2
2005,3,05,1030.7,17.2,13.9,11.0,3.9,52,14, 0.0,10.5,010,16.3
2005,3,06,1028.0,16.6,14.1,12.0,5.8,58,0, 0.0,10.7,070,23.7
2005,3,07,1025.1,19.8,16.2,13.3,10.6,70,34, 0.0,10.4,060,20.6
2005,3,08,1021.4,21.4,18.1,15.7,14.1,78,26, 0.0,10.6,050,16.8
2005,3,09,1017.4,22.0,19.6,17.1,16.8,84,67, 0.0,8.1,050#,17.4#
2005,3,10,1013.0,22.9,20.7,18.7,18.4,87,86, 0.0,0.5,040,11.1
2005,3,11,1012.2,21.8,21.1,20.5,20.3,95,94, 0.5,0.0,030,10.8
2005,3,12,1016.6,22.0,15.8,9.8,14.7,93,93, 5.5,0.0,020,35.5
2005,3,13,1024.0,11.5,10.5,9.5,5.9,74,92,Trace,0.0,020,30.0
2005,3,14,1020.6,13.5,12.6,11.2,7.6,72,89,Trace,0.0,060,29.4
2005,3,15,1017.8,16.6,14.8,12.6,12.9,88,98, 0.1,0.8,060,30.0
2005,3,16,1018.0,20.4,18.6,16.5,17.0,90,94,Trace,1.1,060,25.1
2005,3,17,1016.7,25.7,22.0,19.1,19.2,85,73,Trace,6.2,030,10.6
2005,3,18,1019.9,22.0,19.1,16.6,15.4,79,80, 0.0,0.7,090,39.0
2005,3,19,1020.8,19.1,17.0,15.1,11.5,71,47, 0.0,8.1,080,39.3
2005,3,20,1018.5,21.8,18.8,15.6,13.1,70,68, 0.0,7.7,050,18.3
2005,3,21,1015.1,19.9,18.9,17.6,15.8,83,88, 0.9,1.0,040,24.0
2005,3,22,1011.7,22.0,20.6,19.0,19.2,92,88, 4.7,1.0,030,11.3
2005,3,23,1015.1,24.8,20.9,17.6,16.4,77,87, 8.0,4.0,020,18.8
2005,3,24,1021.0,21.1,18.3,16.4,11.9,66,76,Trace,5.0,020,24.0
2005,3,25,1020.6,18.3,17.2,16.4,11.7,70,81, 0.0,1.7,090,42.8
2005,3,26,1016.5,18.6,17.4,15.9,14.5,83,92, 0.9,0.5,070,29.3
2005,3,27,1013.7,22.3,19.5,17.4,17.8,90,92, 3.4,0.7,040,15.5
2005,3,28,1013.3,26.1,22.8,20.3,21.3,91,81,Trace,4.0,030,6.8
2005,3,29,1012.4,25.7,22.5,19.8,20.5,89,88,Trace,0.6,050,12.1
2005,3,30,1012.4,20.0,17.3,16.0,16.2,93,97, 3.6,0.0,080,39.3
2005,4,01,1013.6,18.4,18.0,17.1,16.4,91,99,Trace,0.0,070,27.7
2005,4,02,1014.7,23.1,20.7,18.0,17.2,81,77, 0.2,4.8,010,9.0
2005,4,03,1018.1,25.1,21.7,19.1,16.2,72,74, 0.0,6.5,050,14.5
2005,4,04,1020.7,22.6,20.5,19.1,14.7,70,63, 0.0,7.0,090,38.8
2005,4,05,1018.2,21.6,20.0,18.9,15.6,76,86, 0.0,0.4,070,27.6
2005,4,06,1013.7,24.8,22.0,19.6,18.9,83,77, 0.0,3.3,060,12.1
2005,4,07,1012.5,26.9,23.2,20.9,20.6,86,63, 0.0,7.6,060,8.3
2005,4,08,1012.0,28.4,25.0,22.9,22.5,87,86, 0.4,4.0,150,14.1
2005,4,09,1011.8,28.2,25.9,24.2,22.8,84,88, 0.0,2.5,160,17.9
2005,4,10,1012.3,27.4,25.9,24.5,23.4,86,87, 0.0,1.6,160,16.6
2005,4,11,1012.5,28.4,25.9,24.3,22.9,83,86,Trace,3.7,150,17.3
2005,4,12,1014.3,24.6,21.3,17.3,19.6,90,89, 4.1,1.3,030,20.2
2005,4,13,1019.0,17.3,16.1,14.6,14.6,91,92,15.7,0.0,020,25.8
2005,4,14,1018.8,22.9,19.8,17.0,15.0,75,74, 0.3,3.2,070,17.8
2005,4,15,1018.5,22.8,21.0,19.5,17.1,79,84, 0.3,1.2,060,20.0
2005,4,16,1016.8,22.1,21.0,19.8,18.4,85,94, 1.4,0.0,080,30.2
2005,4,17,1017.1,23.1,21.4,20.0,17.8,80,85,Trace,3.1,080,27.8
2005,4,18,1017.2,26.3,23.3,21.0,19.6,80,24, 0.0,11.1,040,9.9
2005,4,19,1017.2,27.5,24.1,21.9,20.2,79,28, 0.0,10.4,080,10.7
2005,4,20,1015.6,29.2,25.4,22.6,21.0,77,66, 0.0,7.8,080,9.4
2005,4,21,1013.1,26.3,24.3,22.9,21.4,84,83, 0.0,2.0,060,11.6
2005,4,22,1012.3,28.8,25.3,22.9,21.6,81,61, 0.0,9.0,100,5.8
2005,4,23,1012.3,28.7,25.7,24.0,22.5,83,74, 0.0,5.3,110,4.8
2005,4,24,1012.3,27.2,25.1,23.8,22.7,87,81, 0.0,1.6,090,9.2
2005,4,25,1011.0,25.5,24.4,23.7,22.8,91,88, 3.5,0.4,090,12.4
2005,4,26,1011.2,25.1,23.5,22.7,21.5,89,91,Trace,0.9,090,25.1
2005,4,27,1011.3,22.9,22.2,21.2,20.7,92,99, 3.1,0.0,070,25.8
2005,4,28,1009.6,28.2,25.0,22.2,22.3,85,85, 0.2,2.2,050,11.3
2005,4,29,1008.4,28.8,27.2,25.9,24.0,83,87, 2.4,3.0,190,22.6
2005,5,01,1007.4,28.5,27.8,27.0,24.4,82,88,Trace,0.0,200,23.9
2005,5,02,1008.7,29.6,28.0,27.1,24.3,80,87,Trace,1.3,210,16.6
2005,5,03,1009.0,30.6,28.1,26.7,24.1,79,77, 0.0,4.9,190,14.4
2005,5,04,1007.9,29.7,27.8,26.4,24.1,80,82,Trace,1.5,160,16.3
2005,5,05,1004.2,29.9,28.2,27.0,23.7,77,87, 0.0,3.1,220,30.1
2005,5,06,1005.3,28.2,25.6,22.0,20.7,75,69,22.6,4.4,230,14.7
2005,5,07,1008.3,27.4,25.4,24.4,21.0,77,78,Trace,2.5,080,20.0
2005,5,08,1008.4,26.2,24.9,24.2,23.8,93,91,37.1,0.0,100,11.9
2005,5,09,1005.8,27.4,24.6,22.2,23.1,91,92,67.5,0.0,220,16.9
2005,5,10,1005.7,26.0,24.2,23.2,23.2,94,89,87.9,1.6,060#,20.3
2005,5,11,1007.6,24.7,24.0,23.2,22.9,94,93, 0.2,0.0,***,25.7
2005,5,12,1007.0,29.8,27.1,24.5,24.9,88,88,Trace,2.2,190#,8.3
2005,5,13,1005.7,30.1,28.8,27.9,25.2,81,87, 0.0,2.0,220,22.1
2005,5,14,1006.3,30.5,29.1,28.2,25.1,79,85,Trace,2.8,230,19.6
2005,5,15,1008.7,30.5,29.1,28.3,25.4,81,84, 5.5,3.7,200,21.4
2005,5,16,1009.4,30.7,28.5,26.1,25.6,84,84, 9.6,3.3,200,26.5
2005,5,17,1009.1,30.6,29.2,27.3,25.2,79,83, 6.5,4.4,210#,26.0#
2005,5,18,1009.0,32.2,29.1,24.1,25.3,81,85,47.2,4.0,230,18.6
2005,5,19,1010.1,27.9,26.3,24.5,25.0,92,87,16.4,0.9,090,19.5
2005,5,20,1010.8,27.5,26.2,25.5,24.8,93,88,38.1,0.9,100,28.3
2005,5,21,1009.7,28.7,27.1,25.7,24.8,88,72, 0.4,5.6,130,17.8
2005,5,22,1008.9,32.6,29.1,26.9,24.2,75,44,Trace,10.4,230,10.3
2005,5,23,1008.3,30.1,28.0,24.8,24.8,83,75, 8.5,4.5,190,11.8
2005,5,24,1007.6,28.7,26.6,24.3,24.3,88,84,44.7,3.3,230,14.2
2005,5,25,1009.1,27.4,26.8,26.4,24.5,87,72,Trace,2.1,090,22.8
2005,5,26,1009.3,26.5,25.6,23.5,24.5,94,90,30.5,0.5,100,29.9
2005,5,27,1006.5,28.7,25.8,23.6,24.5,92,90,85.6,0.7,110,14.0
2005,5,28,1006.5,28.5,26.3,24.5,24.4,89,91, 0.3,2.7,080,20.0
2005,5,29,1009.3,26.7,25.7,25.0,22.4,82,86,Trace,1.6,080,45.6
2005,5,30,1008.5,28.8,26.3,24.8,21.9,77,58,Trace,9.2,090,35.0
2005,6,01,1004.0,31.0,28.1,26.0,24.7,82,86,Trace,4.4,170,13.0
2005,6,02,1003.2,30.8,29.3,28.0,25.8,82,86, 3.2,3.0,230,29.0
2005,6,03,1003.8,33.4,29.8,26.0,26.1,81,83, 1.7,6.6,230,19.1
2005,6,04,1005.2,29.4,27.1,25.8,25.7,92,86,32.5,3.0,100,11.7
2005,6,05,1006.2,26.6,25.2,23.2,20.9,78,88, 7.0,0.2,080,32.2
2005,6,06,1006.3,26.1,25.6,25.0,22.3,82,88,Trace,0.6,080,38.7
2005,6,07,1006.2,25.8,25.0,23.6,22.1,84,89, 1.4,0.1,090,39.5
2005,6,08,1005.9,28.2,26.3,25.1,22.9,82,84,Trace,4.9,090,33.3
2005,6,09,1004.6,27.9,25.7,25.0,23.4,87,80, 5.3,2.0,070,34.8
2005,6,10,1002.0,31.4,28.0,25.3,24.6,83,58, 0.9,7.9,240,18.6
2005,6,11,1000.9,32.7,29.7,27.8,25.5,79,69, 0.0,10.2,240,22.5
2005,6,12,1000.9,30.9,29.3,26.9,25.4,80,86, 4.8,3.3,240,23.1
2005,6,13,1001.8,28.7,27.9,26.4,25.4,86,88, 8.1,0.1,240,19.0
2005,6,14,1000.9,31.2,28.6,26.0,25.9,86,88,19.2,1.4,240,24.0
2005,6,15,1001.4,29.3,27.2,25.1,25.7,92,90,168.5,0.2,250,19.6
2005,6,16,1004.6,27.5,26.3,25.4,25.0,93,91,26.1,0.0,270,11.2
2005,6,17,1006.9,29.4,26.8,24.4,25.2,91,87,35.1,0.4,200,12.1
2005,6,18,1005.7,30.9,28.9,27.6,25.5,82,91, 3.3,3.0,220,33.0
2005,6,19,1004.9,30.9,29.4,28.3,25.5,80,88,Trace,3.0,230,33.3
2005,6,20,1004.8,30.5,29.5,28.3,25.9,81,88, 1.0,0.3,230,33.0
2005,6,21,1004.9,29.6,28.7,25.1,25.8,84,90,106.3,0.0,220,35.7
2005,6,22,1005.3,29.3,27.4,24.7,25.1,87,90,32.7,0.0,220,25.8
2005,6,23,1005.8,28.5,26.7,24.8,25.1,91,95,106.6,0.0,200,23.4
2005,6,24,1007.0,28.7,26.2,24.2,25.0,93,91,232.6,1.2,200#,18.6#
2005,6,25,1006.6,30.9,28.5,26.5,25.8,85,82, 3.9,4.6,200,18.2
2005,6,26,1005.1,30.7,28.7,26.0,25.8,85,83,11.5,2.9,190,27.0
2005,6,27,1004.8,31.4,29.4,28.0,25.6,80,80, 3.4,5.9,170,20.8
2005,6,28,1005.2,31.6,29.4,28.0,26.0,82,68,Trace,8.6,120,11.6
2005,6,29,1006.2,30.3,27.9,25.6,25.6,88,80,31.8,4.3,120,15.3
2005,6,30,1007.6,28.1,26.1,25.0,24.6,91,88,47.0,0.4,170,33.5
2005,7,01,1010.3,29.8,26.8,24.7,25.0,90,84,18.4,1.4,140,21.0
2005,7,02,1010.5,31.0,28.2,26.7,25.7,87,58, 0.0,9.0,120,13.8
2005,7,03,1009.5,32.1,29.2,27.4,25.7,82,33, 0.0,11.4,120,11.5
2005,7,04,1008.6,33.2,29.9,28.0,25.5,78,58, 0.0,9.3,170,12.8
2005,7,05,1007.7,33.3,29.9,28.0,24.8,75,33, 0.0,11.4,200,10.7
2005,7,06,1006.0,33.0,29.8,27.6,24.5,74,23, 0.0,10.8,280,6.1
2005,7,07,1004.3,29.4,28.0,26.0,25.1,85,77,38.1,1.6,360,14.4
2005,7,08,1006.8,31.0,28.8,26.9,24.2,77,83,Trace,3.7,200,26.7
2005,7,09,1008.7,29.1,27.4,24.9,24.7,86,78,33.5,2.6,170,17.7
2005,7,10,1010.4,31.8,29.2,26.4,25.2,80,67, 4.3,8.2,180,25.0
2005,7,11,1011.4,32.5,29.9,27.8,24.8,75,39, 0.0,12.1,190,12.5
2005,7,12,1011.2,32.5,30.0,28.0,24.6,73,35, 0.0,10.3,210,10.5
2005,7,13,1011.3,32.5,29.8,28.0,24.9,75,58, 0.2,10.5,230,20.0
2005,7,14,1012.1,32.6,30.0,28.3,24.9,75,61, 0.0,11.6,230,18.8
2005,7,15,1011.5,33.3,30.0,28.2,25.4,77,41, 0.0,7.7,150,8.8
2005,7,16,1009.4,33.0,30.4,28.6,25.1,74,49,Trace,11.6,030,8.9
2005,7,17,1005.2,33.1,30.3,28.2,24.5,71,39, 0.0,10.6,270,18.5
2005,7,18,1001.1,34.4,31.2,29.0,25.5,72,74, 0.0,9.6,280,32.4
2005,7,19,998.1,35.4,31.8,26.9,25.1,69,76,28.5,10.1,260,32.0
2005,7,20,999.4,34.4,30.8,24.6,25.9,76,52,20.4,9.2,260,30.4
2005,7,21,1001.4,32.9,29.0,24.8,25.0,79,84, 4.4,7.5,290,18.6
2005,7,22,1004.6,29.0,26.5,24.8,24.5,89,86,79.7,2.4,050,11.0
2005,7,23,1005.9,30.2,27.6,26.1,24.2,82,73, 0.0,8.5,040,10.0
2005,7,24,1005.1,31.4,28.7,26.7,25.2,82,37, 0.0,11.8,040,8.9
2005,7,25,1004.4,32.7,29.5,27.0,24.6,76,34, 0.0,11.3,010,6.8
2005,7,26,1004.2,32.5,29.2,26.9,24.3,75,33, 0.0,10.5,240,8.8
2005,7,27,1004.3,31.8,29.2,27.6,24.9,78,36, 0.0,10.0,090,14.5
2005,7,28,1003.0,31.8,29.4,28.0,25.6,81,65, 0.7,8.1,070,32.7
2005,7,29,1001.3,28.7,27.4,25.5,25.9,92,89,35.4,1.3,090,37.9
2005,7,30,1003.5,28.8,26.9,26.0,25.8,94,90,47.3,0.4,120,33.8
2005,8,01,1008.4,30.3,28.2,25.8,26.2,89,57,15.9,7.8,120,13.8
2005,8,02,1006.1,31.8,29.3,27.2,24.8,78,31, 0.0,10.8,230,10.5
2005,8,03,1002.9,32.3,29.4,27.4,24.8,77,34, 0.0,11.3,250,22.2
2005,8,04,1000.9,32.6,29.7,28.1,25.7,79,57, 0.0,10.0,250,26.2
2005,8,05,999.4,32.5,29.8,28.1,25.4,78,76, 0.0,8.7,260,25.8
2005,8,06,997.9,33.5,30.3,28.4,25.9,78,68,Trace,7.2,240,26.5
2005,8,07,1000.2,32.9,30.3,29.0,26.1,78,62,Trace,9.7,230,20.7
2005,8,08,1003.7,32.3,29.9,28.6,26.5,82,64,Trace,9.9,100,16.7
2005,8,09,1004.1,30.7,28.1,26.1,25.9,88,86,48.5,4.2,070,31.5
2005,8,10,1002.9,29.3,27.7,26.4,25.9,90,85,26.4,4.2,110,36.3
2005,8,11,1004.0,30.6,28.5,25.9,25.9,86,72,12.6,7.0,100,26.2
2005,8,12,1000.7,32.6,29.4,27.1,24.5,75,65, 9.4,8.5,300,19.4
2005,8,13,999.4,29.5,26.7,23.9,24.9,90,92,83.9,0.1,240,27.2
2005,8,14,1004.2,30.9,28.8,24.6,25.2,81,87, 2.5,4.0,230,34.7
2005,8,15,1005.3,29.1,27.6,26.1,25.4,88,85,14.9,0.6,160,13.0
2005,8,16,1005.4,27.6,26.2,25.4,25.2,94,88,49.0,1.5,120,23.2
2005,8,17,1005.7,26.6,25.6,24.8,24.8,96,87,51.6,3.6,110,20.0
2005,8,18,1006.8,28.1,25.9,25.0,24.4,92,90,39.7,0.5,220,24.8
2005,8,19,1006.3,26.9,25.5,24.5,24.1,92,97,242.9,0.2,230,38.6
2005,8,20,1004.4,26.5,25.0,23.9,23.7,93,99,303.3,0.0,250,46.7
2005,8,21,1006.0,27.8,27.2,25.9,25.5,90,91,17.8,0.0,230,26.0
2005,8,22,1008.9,30.5,28.5,27.0,25.0,82,86, 0.0,5.4,220,19.0
2005,8,23,1008.8,31.6,28.8,27.1,25.0,80,63,Trace,10.5,230,15.7
2005,8,24,1006.7,30.1,27.6,25.9,24.8,85,80,16.6,4.3,250,13.9
2005,8,25,1007.1,29.6,27.5,26.3,23.8,80,85, 0.0,2.6,010,8.3
2005,8,26,1009.2,28.4,27.1,26.4,24.9,88,88, 2.8,3.5,070,22.0
2005,8,27,1009.4,28.0,27.3,26.4,25.2,89,90, 0.3,1.2,070,27.2
2005,8,28,1008.6,29.8,28.0,26.8,25.4,86,86, 2.5,6.1,070,29.5
2005,8,29,1008.0,30.2,28.0,26.4,25.9,89,69, 9.1,8.1,100,22.6
2005,8,30,1005.3,30.9,28.3,25.4,25.3,85,41,21.3,8.5,090,10.3
2005,9,01,999.8,32.1,30.1,28.2,22.9,66,49, 0.0,9.8,290,22.2
2005,9,02,1002.6,31.7,29.2,27.8,22.7,69,85, 0.0,6.4,290,9.7
2005,9,03,1004.4,29.9,27.9,25.5,25.6,87,84,11.7,2.0,170,16.3
2005,9,04,1006.0,27.4,26.7,25.2,25.4,93,87,54.3,0.2,090,25.9
2005,9,05,1007.8,30.7,28.3,26.3,23.7,77,31, 0.0,11.3,050,14.6
2005,9,06,1008.0,30.5,27.9,26.7,24.4,82,73,11.5,4.3,310,3.4
2005,9,07,1008.8,31.4,28.5,26.4,24.3,79,60,20.4,7.4,090,10.3
2005,9,08,1010.1,30.3,27.9,26.4,25.3,86,81, 0.7,6.6,090,20.0
2005,9,09,1010.3,30.5,28.4,27.0,24.6,80,77, 0.0,7.7,090,15.4
2005,9,10,1008.3,30.5,28.2,26.8,23.6,77,69,Trace,8.0,030,12.6
2005,9,11,1006.3,31.3,28.7,26.4,23.8,75,56,Trace,5.2,360,6.4
2005,9,12,1009.2,31.0,29.1,27.5,25.2,80,63,Trace,7.3,090,18.1
2005,9,13,1012.7,30.6,28.7,26.9,26.3,87,79,13.2,5.3,090,26.6
