Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Mean Wind Speed(km/h),Total Rainfall(mm),rain_tmr_mm,rain_tmr_class
11,1016.4,26.6,24.6,23.3,75,82,3.5,33.0,0.0,0.0,0
11,1016.5,27.0,24.9,23.7,76,66,10.2,27.0,0.0,0.0,0
11,1015.3,26.9,24.8,23.6,82,53,9.9,23.0,0.0,0.0,0
11,1013.6,27.6,25.3,23.8,86,42,9.9,10.0,0.0,0.0,0
11,1012.8,28.3,26.3,24.4,82,47,8.1,7.0,0.0,0.0,0
11,1013.9,28.5,26.1,24.9,88,72,2.1,9.0,0.0,0.0,0
11,1015.6,27.1,25.6,24.9,87,59,6.1,17.0,0.0,0.0,0
11,1015.0,27.2,25.6,24.7,86,67,7.3,11.0,0.0,0.0,0
11,1012.6,28.4,25.9,24.1,86,50,7.7,8.0,0.0,0.0,0
11,1011.8,27.9,25.6,24.2,85,30,8.2,5.0,0.0,0.0,0
11,1012.5,28.4,25.8,24.4,81,55,6.7,25.0,0.0,0.0,0
11,1012.9,26.2,25.4,24.7,81,85,0.6,31.0,0.0,0.0,0
11,1012.7,26.6,25.3,24.5,84,88,3.2,32.0,0.0,1.6,1
11,1014.1,24.5,22.5,20.3,81,89,0.4,35.0,1.6,0.0,0
11,1017.3,23.3,21.1,19.2,72,69,7.0,29.0,0.0,0.0,0
11,1019.0,23.5,21.2,19.1,73,50,8.5,23.0,0.0,0.0,0
11,1021.4,23.2,21.1,19.1,69,58,8.4,26.0,0.0,0.0,0
11,1022.2,21.4,19.3,17.1,68,38,9.9,31.0,0.0,0.0,0
11,1021.6,20.6,17.9,15.4,68,20,9.7,34.0,0.0,0.0,0
11,1022.1,20.6,18.5,16.5,63,28,9.9,32.0,0.0,0.0,0
11,1021.7,21.8,19.1,16.2,63,28,9.8,23.0,0.0,0.0,0
11,1020.2,23.6,20.9,18.3,65,32,9.6,18.0,0.0,0.0,0
11,1019.6,22.9,20.8,18.9,71,55,8.7,17.0,0.0,0.0,0
11,1018.5,22.7,21.1,19.9,79,64,8.4,20.0,0.0,0.0,0
11,1017.6,24.8,21.7,19.7,78,17,9.3,14.0,0.0,0.0,0
11,1017.0,24.0,21.9,20.1,78,21,9.4,25.0,0.0,0.0,0
11,1016.9,26.1,23.5,21.5,79,76,5.2,15.0,0.0,0.0,0
11,1015.6,25.1,23.0,21.9,75,48,8.9,19.0,0.0,0.0,0
12,1015.7,22.7,21.1,19.6,79,30,9.1,27.0,0.0,0.0,0
12,1016.9,24.0,21.8,20.0,81,20,9.5,23.0,0.0,0.0,0
12,1016.2,24.0,22.1,20.9,76,79,5.4,24.0,0.0,0.0,0
12,1017.8,22.3,19.0,17.2,61,39,9.7,35.0,0.0,0.0,0
12,1021.6,17.6,15.7,12.8,56,94,0.0,35.0,0.0,0.0,0
12,1024.6,13.6,12.1,11.1,54,95,0.2,32.0,0.0,0.0,0
12,1023.8,16.5,14.1,11.7,55,93,1.7,24.0,0.0,0.0,0
12,1022.0,19.6,17.5,15.5,66,66,6.4,27.0,0.0,0.0,0
12,1019.1,21.3,19.0,17.2,78,66,7.0,29.0,0.0,0.0,0
12,1017.1,22.5,20.5,19.0,81,81,0.9,22.0,0.0,0.0,0
12,1018.9,21.9,19.8,17.2,70,59,7.9,29.0,0.0,0.0,0
12,1022.3,17.7,16.1,14.7,63,84,0.3,33.0,0.0,0.0,0
12,1023.2,17.4,15.7,13.5,63,88,0.9,28.0,0.0,0.0,0
12,1024.6,16.9,15.4,13.8,52,88,0.0,33.0,0.0,0.0,0
12,1025.8,17.0,14.6,12.0,39,74,7.4,34.0,0.0,0.0,0
12,1024.9,17.5,15.1,12.3,48,65,7.3,25.0,0.0,0.0,0
12,1025.0,18.3,15.8,13.4,42,27,9.6,30.0,0.0,0.0,0
12,1024.5,15.6,13.4,11.2,48,10,9.5,28.0,0.0,0.0,0
12,1021.9,16.7,14.3,11.4,65,20,9.6,27.0,0.0,0.0,0
12,1021.2,19.1,16.6,13.9,68,22,9.3,23.0,0.0,0.0,0
12,1025.4,16.9,15.2,12.5,37,24,9.4,51.0,0.0,0.0,0
12,1025.3,14.8,12.7,10.4,32,4,9.5,34.0,0.0,0.0,0
12,1021.6,17.0,14.5,11.7,58,13,9.5,20.0,0.0,0.0,0
12,1019.9,19.8,17.4,15.2,72,43,7.8,15.0,0.0,0.0,0
12,1019.2,20.8,18.6,16.6,62,83,3.2,20.0,0.0,0.0,0
12,1019.9,21.1,19.2,17.7,63,51,9.4,19.0,0.0,0.0,0
12,1021.4,19.5,17.9,16.7,75,85,3.9,36.0,0.0,1.6,1
12,1020.8,17.5,16.7,16.0,86,92,0.0,29.0,1.6,0.1,0
12,1019.6,21.5,18.5,16.0,83,81,7.6,20.0,0.1,7.8,1
12,1018.9,19.5,18.0,15.9,93,95,0.5,19.0,7.8,0.0,0
1,1019.9,21.6,19.2,17.7,82,56,7.8,20.0,0.0,0.0,0
1,1019.2,21.3,18.5,17.1,80,31,9.4,19.0,0.0,0.0,0
1,1017.1,18.3,17.5,16.2,83,85,2.3,35.0,0.0,0.0,0
1,1014.8,20.1,18.7,17.2,85,89,3.4,25.0,0.0,0.0,0
1,1018.8,19.6,17.1,13.3,80,79,1.2,25.0,0.0,0.0,0
1,1024.8,13.3,11.2,9.4,67,88,0.0,38.0,0.0,0.0,0
1,1025.1,12.7,10.4,8.0,59,51,7.4,27.0,0.0,0.0,0
1,1023.7,13.5,11.7,10.8,61,85,0.0,29.0,0.0,0.0,0
1,1021.7,14.8,12.8,10.8,57,88,0.0,15.0,0.0,0.0,0
1,1019.5,17.0,15.6,14.3,77,88,3.2,27.0,0.0,0.0,0
1,1017.6,18.9,17.0,14.9,79,71,8.3,21.0,0.0,0.0,0
1,1015.9,21.0,19.0,17.4,83,51,7.2,20.0,0.0,0.0,0
1,1015.0,22.8,19.5,17.0,83,15,9.7,5.0,0.0,0.0,0
1,1016.1,19.7,18.5,17.5,86,41,9.2,18.0,0.0,0.0,0
1,1016.1,21.4,19.0,17.1,81,47,8.0,14.0,0.0,0.0,0
1,1015.2,22.0,19.9,18.3,83,58,7.4,16.0,0.0,0.7,0
1,1015.8,19.9,18.9,18.1,90,89,0.2,30.0,0.7,0.8,0
1,1013.5,19.6,18.9,17.7,93,93,0.0,28.0,0.8,0.3,0
1,1011.5,19.1,18.7,18.4,94,100,0.0,20.0,0.3,1.3,1
1,1013.3,18.7,17.1,14.1,94,88,0.0,23.0,1.3,4.3,1
1,1016.9,14.3,13.0,11.4,85,93,0.0,27.0,4.3,0.0,0
1,1018.2,13.4,12.8,11.7,80,88,0.0,22.0,0.0,0.0,0
1,1021.9,14.9,12.3,10.5,72,87,0.6,28.0,0.0,0.0,0
1,1022.8,15.8,13.6,11.1,70,84,0.2,19.0,0.0,0.0,0
1,1022.7,18.7,15.8,13.7,67,62,6.4,16.0,0.0,0.0,0
1,1022.7,17.6,15.3,12.8,64,68,3.9,22.0,0.0,0.0,0
1,1019.7,18.2,15.8,13.5,71,83,4.2,23.0,0.0,6.8,1
1,1017.4,15.8,15.0,13.5,93,96,0.0,22.0,6.8,2.1,1
1,1017.6,19.9,17.2,15.2,92,71,7.3,15.0,2.1,0.0,0
1,1019.5,21.4,19.1,17.3,83,59,6.9,16.0,0.0,0.0,0
2,1021.0,20.8,19.1,17.9,86,56,6.8,19.0,0.0,0.0,0
2,1022.2,19.4,17.8,16.4,78,40,9.0,33.0,0.0,0.0,0
2,1024.2,20.7,18.4,16.6,79,55,8.6,29.0,0.0,0.0,0
2,1026.8,16.6,15.7,14.7,82,89,0.0,35.0,0.0,0.0,0
2,1023.9,17.4,15.8,14.0,75,82,6.9,33.0,0.0,0.0,0
2,1019.7,21.7,18.2,15.3,78,31,10.0,9.0,0.0,0.0,0
2,1021.7,22.3,19.1,16.8,76,21,10.1,20.0,0.0,0.0,0
2,1025.7,19.6,17.0,15.4,69,43,9.7,45.0,0.0,0.0,0
2,1027.5,17.1,15.4,14.5,75,77,7.1,43.0,0.0,0.0,0
2,1022.8,19.8,16.5,13.9,78,52,9.7,16.0,0.0,0.0,0
2,1019.6,21.3,18.3,15.6,78,23,9.0,7.0,0.0,0.0,0
2,1021.0,19.8,18.0,16.9,73,64,7.6,33.0,0.0,0.0,0
2,1018.8,18.7,17.6,15.8,71,94,0.2,32.0,0.0,4.7,1
2,1015.5,20.4,18.6,17.6,88,96,0.0,18.0,4.7,0.0,0
2,1013.0,24.4,20.9,18.5,90,72,5.6,8.0,0.0,0.0,0
2,1015.1,25.3,22.4,19.6,87,86,0.0,6.0,0.0,0.0,0
2,1020.9,20.2,17.3,15.8,84,88,0.1,41.0,0.0,0.0,0
2,1020.8,15.8,14.6,13.1,84,88,0.0,27.0,0.0,0.5,0
2,1019.5,18.5,15.2,12.3,84,88,2.4,15.0,0.5,0.0,0
2,1019.3,20.3,17.0,15.3,81,76,4.4,13.0,0.0,0.0,0
2,1017.7,23.2,19.0,16.8,81,62,8.5,19.0,0.0,0.0,0
2,1017.1,25.0,21.3,18.8,77,71,4.8,12.0,0.0,0.0,0
2,1018.8,20.6,18.4,17.2,82,90,0.0,28.0,0.0,0.0,0
2,1018.5,17.8,17.1,16.8,87,88,0.1,29.0,0.0,0.3,0
2,1015.3,19.8,17.7,16.1,84,88,0.3,20.0,0.3,0.3,0
2,1015.2,22.5,19.1,16.6,82,85,2.0,22.0,0.3,11.9,1
2,1016.7,16.6,15.2,14.1,89,91,0.0,53.0,11.9,0.1,0
3,1020.7,12.9,10.6,9.1,71,63,6.1,36.0,0.1,0.0,0
3,1021.3,15.8,12.7,9.7,68,64,6.5,20.0,0.0,0.0,0
3,1020.1,18.6,15.0,12.3,74,5,10.8,23.0,0.0,0.0,0
3,1019.3,17.1,15.6,14.1,74,70,0.2,31.0,0.0,2.4,1
3,1017.5,18.6,17.2,15.3,88,89,0.1,21.0,2.4,1.8,1
3,1015.6,20.7,19.3,17.8,92,91,0.0,20.0,1.8,0.0,0
3,1015.4,21.0,19.9,19.2,90,86,3.4,24.0,0.0,0.0,0
3,1016.7,21.9,19.8,18.3,86,77,3.8,23.0,0.0,0.0,0
3,1016.5,24.0,20.8,18.7,87,51,4.4,8.0,0.0,0.0,0
3,1015.7,22.5,20.5,19.6,88,47,6.2,18.0,0.0,0.0,0
3,1012.7,23.0,21.0,19.9,90,87,3.8,21.0,0.0,0.8,0
3,1012.2,23.6,20.7,15.6,93,90,0.7,20.0,0.8,5.1,1
3,1021.5,15.5,12.1,9.1,86,89,0.0,36.0,5.1,0.3,0
3,1022.6,15.0,12.5,9.0,81,84,0.2,22.0,0.3,0.0,0
3,1017.7,18.3,16.5,14.2,82,87,0.3,23.0,0.0,0.0,0
3,1012.8,23.4,20.2,17.6,82,81,5.2,7.0,0.0,0.0,0
3,1012.1,20.8,19.9,19.3,91,86,0.7,18.0,0.0,0.3,0
3,1012.6,26.2,22.4,19.6,89,57,6.3,10.0,0.3,0.0,0
3,1014.8,22.7,21.5,19.2,81,71,4.0,23.0,0.0,0.0,0
3,1015.2,19.2,18.3,17.6,81,88,1.9,33.0,0.0,0.0,0
3,1011.2,21.4,19.5,17.7,91,88,0.6,17.0,0.0,0.0,0
3,1009.6,22.4,21.1,19.6,96,93,0.7,14.0,0.0,11.2,1
3,1008.7,24.9,22.6,18.5,95,88,0.0,15.0,11.2,15.7,1
3,1012.5,18.6,17.5,16.7,95,91,0.0,39.0,15.7,6.6,1
3,1013.5,18.3,17.5,16.9,93,89,0.1,32.0,6.6,3.0,1
3,1012.1,19.9,18.5,17.8,96,94,0.0,20.0,3.0,1.1,1
3,1011.1,19.0,18.0,17.2,96,94,0.0,21.0,1.1,0.0,0
3,1014.3,22.8,19.5,16.9,75,36,10.4,18.0,0.0,0.0,0
3,1016.4,21.7,19.8,18.2,74,57,7.3,32.0,0.0,0.0,0
3,1016.3,22.5,20.5,19.0,84,81,5.4,23.0,0.0,0.0,0
3,1014.3,24.3,21.8,20.5,86,83,4.2,23.0,0.0,0.0,0
4,1011.9,26.8,23.2,20.8,86,68,6.3,12.0,0.0,0.1,0
4,1012.5,25.2,23.4,22.1,88,86,0.0,4.0,0.1,0.0,0
4,1012.0,26.6,23.9,22.2,90,81,6.1,10.0,0.0,0.0,0
4,1010.5,28.2,25.5,23.1,83,79,4.7,8.0,0.0,0.0,0
4,1009.8,28.2,26.3,24.6,82,87,3.7,16.0,0.0,0.0,0
4,1012.5,26.8,24.4,22.2,86,83,5.9,16.0,0.0,0.0,0
4,1014.6,23.2,22.2,21.4,88,86,0.0,22.0,0.0,0.0,0
4,1013.7,24.6,22.3,20.5,73,81,4.0,24.0,0.0,0.0,0
4,1010.7,25.7,24.1,22.2,89,86,0.0,12.0,0.0,0.0,0
4,1008.0,28.6,27.0,25.6,83,85,3.6,29.0,0.0,0.0,0
4,1008.1,29.6,27.6,26.5,80,86,2.8,24.0,0.0,0.0,0
4,1006.8,29.9,27.8,26.6,77,81,5.3,25.0,0.0,0.9,0
4,1011.0,27.3,23.2,19.7,86,97,0.0,20.0,0.9,0.1,0
4,1015.7,20.4,19.5,18.6,87,99,0.0,18.0,0.1,1.0,0
4,1016.5,18.7,16.8,15.1,83,90,0.0,23.0,1.0,0.0,0
4,1016.6,18.8,17.5,15.7,80,87,0.0,23.0,0.0,0.0,0
4,1015.2,23.2,20.5,17.8,74,76,7.3,24.0,0.0,0.0,0
4,1015.1,25.6,22.8,20.7,81,57,6.6,21.0,0.0,0.0,0
4,1014.6,28.9,25.5,22.1,75,39,10.3,7.0,0.0,0.2,0
4,1014.4,29.0,24.7,22.2,84,69,5.5,18.0,0.2,0.0,0
4,1012.0,25.8,23.3,21.7,84,77,6.7,21.0,0.0,0.0,0
4,1008.9,29.3,26.1,23.3,81,73,7.7,10.0,0.0,0.0,0
4,1009.4,30.1,27.4,25.6,82,81,7.5,10.0,0.0,109.4,1
4,1011.6,26.7,24.3,23.4,94,90,1.9,19.0,109.4,0.0,0
4,1011.1,25.0,23.6,22.8,91,88,1.3,26.0,0.0,8.0,1
4,1008.9,29.2,26.8,23.8,83,83,5.0,16.0,8.0,11.9,1
4,1009.3,28.4,27.0,25.3,86,89,2.0,22.0,11.9,66.0,1
4,1009.8,27.0,23.3,21.2,95,95,0.0,32.0,66.0,1.6,1
4,1011.0,24.4,22.6,20.9,91,92,0.1,14.0,1.6,0.0,0
5,1009.7,29.8,27.4,25.2,83,78,7.4,21.0,0.0,70.1,1
5,1010.2,29.8,27.0,23.3,86,88,1.2,24.0,70.1,108.2,1
5,1013.1,23.6,22.8,21.7,95,89,0.0,22.0,108.2,0.2,0
5,1013.6,25.1,24.2,23.3,91,87,0.1,29.0,0.2,1.3,1
5,1011.8,28.3,26.4,24.2,89,86,0.9,24.0,1.3,0.0,0
5,1010.3,30.3,28.1,26.8,78,71,8.2,17.0,0.0,0.0,0
5,1010.4,30.2,28.2,26.7,79,56,10.5,9.0,0.0,0.0,0
5,1011.3,31.5,28.5,26.7,79,53,8.4,15.0,0.0,0.0,0
5,1010.0,31.4,28.5,26.4,76,47,10.1,18.0,0.0,0.0,0
5,1010.1,31.2,28.8,27.2,74,39,10.5,19.0,0.0,0.0,0
5,1012.9,30.5,27.5,25.5,85,80,5.0,24.0,0.0,0.0,0
5,1014.0,29.6,26.5,24.6,81,49,6.9,25.0,0.0,0.0,0
5,1012.9,30.9,26.6,22.7,75,41,5.6,23.0,0.0,0.0,0
5,1013.7,27.1,23.7,20.5,69,35,10.6,29.0,0.0,0.0,0
5,1010.9,27.2,24.7,22.6,69,88,5.1,31.0,0.0,1.6,1
5,1007.1,26.3,24.5,22.7,76,92,0.0,41.0,1.6,15.0,1
5,999.6,24.3,22.8,21.1,82,92,0.0,65.0,15.0,0.0,0
5,1005.7,28.8,25.3,22.6,68,68,8.7,18.0,0.0,0.0,0
5,1009.0,29.8,25.7,22.9,67,52,10.6,12.0,0.0,1.0,0
5,1011.1,25.7,24.6,23.2,85,88,0.2,27.0,1.0,69.7,1
5,1010.2,24.8,23.3,22.3,97,94,0.0,35.0,69.7,22.9,1
5,1009.0,26.5,25.5,24.5,92,91,0.0,19.0,22.9,30.9,1
5,1010.0,26.7,25.0,24.3,95,91,0.2,10.0,30.9,0.5,0
5,1010.5,26.5,25.5,24.5,94,85,0.0,4.0,0.5,0.0,0
5,1010.6,28.8,26.7,24.8,83,73,5.1,10.0,0.0,0.0,0
5,1011.0,29.8,27.7,26.4,80,82,5.2,22.0,0.0,5.5,1
5,1010.1,27.4,26.9,26.0,86,88,0.0,20.0,5.5,59.7,1
5,1008.1,27.1,25.0,23.7,90,89,0.0,27.0,59.7,4.2,1
5,1007.9,24.4,23.1,22.3,94,91,0.0,26.0,4.2,13.0,1
5,1008.7,26.7,24.0,22.4,94,88,0.8,21.0,13.0,33.2,1
6,1008.2,27.8,27.1,25.5,88,88,1.1,26.0,33.2,80.2,1
6,1008.4,27.6,26.5,24.4,93,91,0.0,20.0,80.2,0.6,0
6,1008.0,28.3,27.7,26.9,86,89,0.0,24.0,0.6,1.5,1
6,1006.8,29.4,28.2,27.2,82,87,2.8,31.0,1.5,0.0,0
6,1005.7,29.3,28.5,27.9,81,87,0.1,34.0,0.0,0.8,0
6,1005.0,30.7,28.9,27.6,81,87,3.3,34.0,0.8,0.4,0
6,1004.6,29.9,28.8,28.1,81,88,0.5,34.0,0.4,12.4,1
6,1002.5,29.4,28.6,27.3,84,88,0.0,36.0,12.4,136.7,1
6,1000.7,28.2,26.4,24.0,92,90,0.0,30.0,136.7,26.4,1
6,1003.6,25.4,24.0,22.6,91,89,0.2,9.0,26.4,9.5,1
6,1006.6,26.6,24.0,21.9,89,89,1.6,22.0,9.5,9.4,1
6,1006.7,26.2,24.4,23.1,92,89,0.0,13.0,9.4,65.2,1
6,1006.8,30.5,27.4,24.5,89,88,3.3,18.0,65.2,0.4,0
6,1006.4,30.1,28.5,26.8,82,81,3.8,24.0,0.4,0.2,0
6,1005.5,29.4,28.4,27.9,84,92,0.4,27.0,0.2,0.1,0
6,1006.3,30.8,28.8,27.8,82,80,3.3,20.0,0.1,0.0,0
6,1007.8,31.7,29.3,27.5,79,66,8.7,13.0,0.0,0.0,0
6,1009.1,30.9,29.0,27.5,83,78,2.1,6.0,0.0,0.6,0
6,1010.1,28.5,27.7,26.3,86,85,0.3,10.0,0.6,0.0,0
6,1010.4,31.6,28.0,26.6,85,70,4.8,14.0,0.0,10.0,1
6,1009.7,31.4,28.2,25.5,87,62,10.5,16.0,10.0,10.4,1
6,1008.0,28.7,27.6,26.5,90,68,2.8,13.0,10.4,1.0,0
6,1008.1,32.9,29.2,26.2,78,43,12.2,12.0,1.0,0.0,0
6,1009.1,32.7,29.8,28.0,74,34,10.9,15.0,0.0,0.0,0
6,1009.1,32.8,30.0,28.2,77,44,9.0,10.0,0.0,0.0,0
6,1008.5,32.5,29.9,27.8,78,34,11.9,8.0,0.0,0.1,0
6,1007.0,31.9,29.7,27.9,84,72,6.0,18.0,0.1,51.0,1
6,1006.2,29.3,27.2,25.3,92,85,0.1,28.0,51.0,16.6,1
6,1006.8,30.7,28.3,26.1,87,84,3.6,27.0,16.6,2.9,1
7,1009.2,31.1,28.9,27.1,87,68,9.5,19.0,2.9,5.3,1
7,1008.4,31.4,29.2,27.5,87,57,7.9,18.0,5.3,6.3,1
7,1007.3,31.4,29.2,27.7,86,77,6.1,23.0,6.3,14.8,1
7,1005.8,31.8,29.0,27.0,84,77,4.8,23.0,14.8,1.5,1
7,1005.4,32.0,29.6,28.4,79,69,8.5,22.0,1.5,2.0,1
7,1003.7,32.3,29.8,27.6,77,73,9.5,28.0,2.0,3.2,1
7,1002.0,32.7,30.0,28.6,78,79,6.9,29.0,3.2,19.5,1
7,1000.8,31.9,29.7,27.0,81,77,5.5,30.0,19.5,7.0,1
7,1000.2,30.8,29.4,26.0,82,84,2.8,23.0,7.0,6.8,1
7,1001.5,30.6,29.6,27.9,84,88,1.8,21.0,6.8,32.3,1
7,1002.8,31.1,28.7,26.4,89,81,3.6,15.0,32.3,0.0,0
7,1001.1,32.2,30.0,28.0,79,51,10.6,13.0,0.0,0.0,0
7,997.0,34.0,30.7,28.2,77,75,8.3,24.0,0.0,0.2,0
7,994.5,32.2,30.2,28.8,80,79,3.2,40.0,0.2,7.0,1
7,997.6,29.9,28.8,27.9,83,97,0.0,50.0,7.0,195.6,1
7,1001.1,29.0,28.0,24.1,86,97,0.2,47.0,195.6,5.3,1
7,1004.7,31.4,29.0,27.6,82,87,3.3,31.0,5.3,0.0,0
7,1008.9,32.4,29.7,28.2,79,73,9.6,6.0,0.0,0.0,0
7,1008.6,31.7,29.5,27.7,78,51,9.1,6.0,0.0,0.0,0
7,1006.9,31.9,29.5,27.4,76,34,11.4,11.0,0.0,0.0,0
7,1006.0,32.6,29.9,27.7,74,35,12.2,9.0,0.0,0.0,0
7,1005.4,31.7,29.3,28.1,81,46,5.1,9.0,0.0,0.0,0
7,1004.1,32.2,29.8,28.2,81,46,8.1,8.0,0.0,10.1,1
7,1002.0,33.9,29.9,26.3,80,58,8.8,17.0,10.1,0.0,0
7,999.6,33.9,30.9,29.2,73,70,7.0,28.0,0.0,0.0,0
7,1000.4,30.0,28.8,26.1,78,88,0.0,31.0,0.0,72.8,1
7,1002.4,27.0,25.8,24.4,91,91,0.0,20.0,72.8,85.6,1
7,1003.6,28.3,25.5,23.9,95,89,1.2,20.0,85.6,87.2,1
7,1008.0,25.3,24.6,23.7,98,93,0.0,22.0,87.2,3.8,1
7,1010.4,28.4,26.5,24.8,91,85,5.6,26.0,3.8,0.0,0
8,1006.0,32.4,28.9,26.5,78,39,11.1,16.0,0.0,26.0,1
8,1001.7,28.6,26.9,25.2,84,84,0.8,60.0,26.0,54.2,1
8,999.2,27.1,25.8,24.5,90,94,0.0,64.0,54.2,18.0,1
8,1005.0,30.0,27.4,25.6,89,89,1.6,35.0,18.0,5.9,1
8,1006.9,29.7,27.4,25.8,90,86,4.8,20.0,5.9,4.6,1
8,1006.6,28.6,26.8,24.9,91,81,3.6,16.0,4.6,0.1,0
8,1004.7,30.4,27.9,26.0,82,55,6.6,6.0,0.1,0.0,0
8,1003.7,31.1,28.5,26.1,80,54,9.8,4.0,0.0,0.0,0
8,1002.0,31.7,28.8,26.8,77,70,6.2,11.0,0.0,45.6,1
8,1000.7,28.8,26.7,24.6,91,88,1.0,13.0,45.6,3.7,1
8,1002.3,29.3,27.6,26.1,90,80,4.0,26.0,3.7,0.0,0
8,1005.0,31.1,28.8,27.2,84,66,10.6,20.0,0.0,0.0,0
8,1005.0,32.1,29.1,27.2,83,31,11.1,14.0,0.0,0.0,0
8,1004.1,31.6,28.9,27.5,83,39,9.6,11.0,0.0,0.0,0
8,1003.8,31.6,28.9,27.5,84,68,10.1,15.0,0.0,0.0,0
8,1004.3,32.1,29.1,27.6,83,40,8.8,10.0,0.0,0.0,0
8,1004.7,32.5,29.7,27.7,76,49,11.2,15.0,0.0,0.0,0
8,1004.1,32.5,30.1,28.4,78,73,10.1,21.0,0.0,51.1,1
8,1005.2,29.8,27.6,24.3,81,85,8.8,18.0,51.1,0.1,0
8,1004.0,30.8,28.3,27.2,84,86,3.4,10.0,0.1,0.0,0
8,1004.4,32.1,28.9,27.0,79,60,8.9,12.0,0.0,0.0,0
8,1004.9,32.0,28.9,27.0,78,53,10.9,17.0,0.0,0.0,0
8,1005.4,32.1,29.3,27.4,78,49,11.2,10.0,0.0,38.8,1
8,1005.5,29.5,27.6,26.1,92,80,3.8,21.0,38.8,20.6,1
8,1007.0,29.9,27.3,26.0,90,89,0.4,26.0,20.6,2.2,1
8,1007.8,30.9,28.3,26.0,83,79,6.7,17.0,2.2,2.3,1
8,1008.6,30.5,28.2,25.2,87,77,5.2,8.0,2.3,2.2,1
8,1008.8,29.9,28.3,27.5,88,79,4.2,18.0,2.2,0.0,0
8,1010.8,31.9,29.3,27.8,82,65,7.9,17.0,0.0,0.0,0
8,1010.9,31.5,29.2,27.7,77,46,10.3,17.0,0.0,0.0,0
9,1006.1,32.8,29.9,27.8,76,57,9.1,27.0,0.0,0.0,0
9,1006.3,32.5,30.0,28.7,78,71,7.7,24.0,0.0,0.0,0
9,1006.2,30.3,28.8,28.3,81,80,1.9,14.0,0.0,0.6,0
9,1006.5,30.4,28.5,26.6,80,76,3.9,20.0,0.6,3.2,1
9,1007.2,31.0,29.0,26.8,78,72,9.7,25.0,3.2,4.9,1
9,1007.4,30.3,28.3,25.6,81,85,7.3,19.0,4.9,35.1,1
9,1007.9,27.7,26.4,24.7,87,90,0.8,9.0,35.1,11.8,1
9,1008.4,29.3,27.4,25.9,85,88,2.5,5.0,11.8,92.4,1
9,1009.6,28.2,26.0,23.1,90,88,0.8,15.0,92.4,3.5,1
9,1010.5,26.6,24.1,21.9,82,85,4.3,33.0,3.5,0.0,0
9,1008.5,26.2,23.7,22.5,74,85,0.5,36.0,0.0,5.0,1
9,1008.6,23.5,22.2,20.7,88,88,0.0,38.0,5.0,248.3,1
9,1009.0,25.4,24.3,22.2,98,96,0.0,32.0,248.3,12.9,1
9,1010.5,27.8,25.3,24.6,96,88,2.9,20.0,12.9,1.0,0
9,1009.4,29.3,26.4,24.9,84,86,4.2,11.0,1.0,0.0,0
9,1009.6,28.0,26.4,25.1,76,84,0.0,17.0,0.0,0.0,0
9,1009.6,30.1,26.6,24.1,64,24,10.9,24.0,0.0,0.0,0
9,1011.1,29.4,26.1,24.1,71,57,9.0,22.0,0.0,0.0,0
9,1012.4,29.3,26.2,24.3,75,48,10.0,24.0,0.0,0.0,0
9,1011.8,29.9,26.3,24.0,72,57,10.1,20.0,0.0,0.0,0
9,1011.4,29.6,26.5,24.4,70,81,9.4,21.0,0.0,0.0,0
9,1011.7,29.3,26.7,25.1,74,82,6.5,30.0,0.0,0.0,0
9,1011.1,30.4,27.2,25.0,68,69,8.9,44.0,0.0,0.9,0
9,1011.3,26.7,25.8,24.2,78,88,0.0,51.0,0.9,0.0,0
9,1011.7,29.5,26.6,25.3,76,65,7.8,41.0,0.0,0.0,0
9,1010.3,29.4,26.4,24.5,74,31,10.6,31.0,0.0,0.0,0
9,1010.9,29.0,26.2,24.8,75,44,10.0,31.0,0.0,0.0,0
9,1011.5,29.2,26.2,24.4,75,35,10.4,27.0,0.0,0.0,0
9,1010.8,31.8,27.5,24.7,73,52,10.1,32.0,0.0,0.0,0
10,1011.1,27.6,26.3,25.7,78,88,0.2,32.0,0.0,0.0,0
10,1010.9,29.4,26.9,25.6,77,88,1.4,16.0,0.0,5.1,1
10,1010.5,29.4,26.9,24.4,80,70,6.4,10.0,5.1,0.0,0
10,1009.6,29.9,27.1,25.3,73,55,8.5,9.0,0.0,0.0,0
10,1010.2,30.4,26.8,24.9,75,24,9.9,10.0,0.0,0.0,0
10,1011.6,29.0,26.3,24.9,77,63,4.7,7.0,0.0,0.0,0
10,1011.9,29.1,26.2,24.3,71,16,10.3,9.0,0.0,0.0,0
10,1013.7,29.0,26.3,25.0,79,60,6.0,14.0,0.0,0.6,0
10,1014.3,26.3,25.2,24.2,83,84,0.0,16.0,0.6,0.0,0
10,1015.3,29.1,26.2,24.2,77,64,7.5,13.0,0.0,0.0,0
10,1015.6,30.1,26.8,25.0,78,73,8.1,11.0,0.0,0.0,0
10,1016.9,29.5,26.7,25.0,77,34,9.6,20.0,0.0,0.0,0
10,1016.7,30.1,26.8,25.3,77,56,8.4,14.0,0.0,5.3,1
10,1014.5,28.2,26.4,25.3,82,84,3.4,8.0,5.3,10.7,1
10,1014.0,27.9,26.6,24.8,84,88,0.2,9.0,10.7,7.1,1
