Date,Month,Mean Pressure(hPa),Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Dew Point(deg. C),Mean Relative Humidity(%),Mean Amount of Cloud(%),Total Bright Sunshine(hours),Prevailling Wind Direction(degrees),PWD_missing,Mean Wind Speed(km/h),MWS_missing,Total Rainfall(mm)
2002-02-14,2,1022.1,20.5,18.6,16.7,14.1,75,47,10.4,50.0,True,26.0,True,0.0
2002-02-15,2,1023.3,19.2,17.8,16.7,14.1,79,64,8.1,60.0,False,33.0,False,0.0
2002-02-16,2,1021.7,20.2,18.3,16.5,13.8,75,72,4.5,50.0,False,24.0,False,0.0
2002-02-17,2,1020.8,24.1,20.6,17.7,15.0,71,23,10.1,20.0,False,7.0,False,0.0
2002-02-18,2,1022.8,20.9,19.6,18.6,15.4,77,35,7.4,50.0,False,22.0,False,0.0
2002-02-19,2,1025.0,20.3,18.9,17.6,13.6,71,40,9.0,70.0,True,41.0,True,0.0
2002-02-20,2,1025.8,18.9,17.5,15.8,12.9,75,85,4.8,70.0,False,40.0,False,0.0
2002-02-21,2,1023.1,21.4,19.1,16.7,13.7,71,41,7.7,50.0,False,19.0,False,0.0
2002-02-22,2,1021.8,23.5,20.6,18.4,16.6,78,14,10.4,20.0,False,9.0,False,0.0
2002-02-23,2,1019.5,21.4,20.1,18.9,17.7,86,55,5.3,40.0,False,9.0,False,0.0
2002-02-24,2,1020.1,21.6,20.2,19.1,16.8,81,79,6.0,90.0,False,18.0,False,0.05
2002-02-25,2,1020.6,20.4,18.9,17.5,15.2,80,58,8.2,70.0,False,28.0,False,0.05
2002-02-26,2,1018.5,23.2,20.3,18.3,17.0,81,32,10.4,40.0,False,12.0,False,0.0
2002-02-27,2,1016.0,23.1,21.2,19.7,18.5,85,74,5.3,50.0,False,11.0,False,0.05
2002-03-01,3,1016.7,23.3,21.7,20.7,19.2,86,85,6.6,80.0,False,22.0,False,0.05
2002-03-02,3,1016.2,23.4,21.4,20.1,18.0,81,53,6.9,50.0,False,16.0,False,0.0
2002-03-03,3,1016.8,21.6,20.5,19.9,17.6,84,80,1.6,80.0,False,28.0,False,0.05
2002-03-04,3,1016.5,21.8,20.4,19.1,16.7,80,81,4.6,80.0,False,34.0,False,0.05
2002-03-05,3,1015.7,25.6,21.2,17.9,16.0,73,74,6.3,30.0,False,15.0,False,0.0
2002-03-06,3,1019.7,20.9,17.5,14.9,5.8,47,43,6.1,10.0,False,33.0,False,0.0
2002-03-07,3,1021.7,20.6,18.1,15.6,7.7,51,32,10.0,10.0,False,19.0,False,0.0
2002-03-08,3,1022.7,21.7,19.5,17.3,11.2,60,60,5.2,70.0,False,34.0,False,0.0
2002-03-09,3,1021.7,22.1,20.4,19.0,13.7,66,85,3.4,70.0,False,33.0,False,0.0
2002-03-10,3,1019.8,23.3,21.1,19.6,17.0,78,66,6.4,60.0,False,22.0,False,0.0
2002-03-11,3,1018.5,24.0,21.7,19.9,17.5,78,57,8.1,80.0,False,15.0,False,0.0
2002-03-12,3,1017.6,24.0,21.9,20.5,19.0,84,68,7.3,60.0,False,16.0,False,0.0
2002-03-13,3,1015.1,23.1,22.0,21.2,19.7,87,82,2.9,90.0,False,17.0,False,0.05
2002-03-14,3,1012.9,24.8,22.7,21.1,19.9,85,87,0.9,70.0,False,8.0,False,0.05
2002-03-15,3,1011.3,26.3,24.3,22.6,21.2,83,86,2.8,190.0,True,14.0,True,0.05
2002-03-16,3,1012.7,26.1,23.2,20.4,21.3,89,94,0.4,70.0,False,17.0,False,1.1
2002-03-17,3,1017.8,21.7,20.9,20.0,18.2,84,98,0.1,60.0,False,24.0,False,0.05
2002-03-18,3,1021.8,22.2,20.7,19.6,15.6,73,90,1.0,80.0,False,26.0,False,0.0
2002-03-19,3,1020.1,24.3,21.5,19.4,14.6,65,44,5.3,70.0,False,20.0,False,0.0
2002-03-20,3,1016.0,25.9,22.7,20.6,18.7,79,66,3.5,40.0,False,5.0,False,0.05
2002-03-21,3,1011.9,27.3,23.5,21.3,19.1,76,46,8.7,200.0,False,7.0,False,0.0
2002-03-22,3,1009.8,25.5,23.5,22.2,20.5,84,82,0.4,100.0,False,4.0,False,0.05
2002-03-23,3,1011.9,23.6,20.3,18.8,19.3,94,96,0.0,70.0,False,35.0,False,130.0
2002-03-24,3,1011.7,20.2,19.6,19.1,18.8,95,93,0.0,50.0,False,26.0,False,33.7
2002-03-25,3,1012.8,23.2,20.7,19.4,18.9,90,84,2.7,80.0,False,22.0,False,0.1
2002-03-26,3,1011.9,22.0,21.2,20.8,19.5,90,89,0.1,40.0,False,19.0,False,0.05
2002-03-27,3,1011.8,24.7,22.8,21.2,21.4,92,91,2.0,30.0,False,9.0,False,0.05
2002-03-28,3,1011.8,23.3,22.5,21.8,21.6,95,89,0.0,30.0,False,11.0,False,2.3
2002-03-29,3,1011.6,26.8,24.5,21.9,22.5,89,91,0.9,230.0,False,8.0,False,57.0
2002-03-30,3,1013.2,24.2,22.3,21.4,21.0,93,96,0.2,80.0,False,10.0,False,13.6
2002-04-01,4,1016.1,25.3,22.7,20.8,19.4,82,54,8.7,60.0,False,13.0,False,0.0
2002-04-02,4,1013.8,28.3,24.8,22.2,21.4,82,71,5.8,230.0,False,6.0,False,0.0
2002-04-03,4,1010.3,28.1,25.8,24.3,22.3,81,76,6.7,230.0,False,18.0,False,0.0
2002-04-04,4,1009.7,28.1,25.8,24.3,22.4,82,72,7.5,130.0,False,16.0,False,0.0
2002-04-05,4,1010.0,28.6,26.1,24.7,22.1,79,80,8.3,190.0,False,22.0,False,0.0
2002-04-06,4,1010.7,27.8,25.9,21.3,22.3,81,85,3.4,200.0,False,19.0,False,9.2
2002-04-07,4,1011.6,28.2,26.2,24.6,22.0,78,81,8.8,200.0,False,11.0,False,0.0
2002-04-08,4,1011.8,28.5,26.4,24.7,22.1,78,61,8.7,190.0,False,9.0,False,0.0
2002-04-09,4,1012.2,28.7,25.8,23.2,22.4,82,79,4.9,170.0,False,17.0,False,0.1
2002-04-10,4,1013.4,23.4,22.3,20.6,20.6,90,99,0.0,80.0,False,33.0,False,2.9
2002-04-11,4,1017.0,21.1,18.8,17.8,15.2,80,94,0.0,360.0,False,26.0,False,0.05
2002-04-12,4,1018.6,21.9,19.8,17.8,15.0,74,69,0.0,10.0,False,16.0,False,0.0
2002-04-13,4,1016.1,24.3,21.6,19.5,16.3,73,32,9.9,70.0,False,17.0,False,0.0
2002-04-14,4,1012.6,26.2,23.4,21.0,20.6,84,60,6.6,60.0,False,9.0,False,0.0
2002-04-15,4,1012.4,28.3,25.3,23.3,22.7,86,76,7.5,100.0,False,13.0,False,0.05
2002-04-16,4,1013.1,28.8,25.7,24.0,22.9,85,76,6.2,90.0,False,6.0,False,0.0
2002-04-17,4,1012.7,29.0,26.1,24.2,22.9,83,83,3.6,120.0,False,7.0,False,0.0
2002-04-18,4,1015.0,25.3,23.8,22.9,21.3,86,90,3.0,80.0,False,32.0,False,0.05
2002-04-19,4,1016.2,24.8,23.2,22.0,20.5,85,88,4.6,70.0,False,30.0,False,0.05
2002-04-20,4,1013.1,27.6,24.9,23.0,21.7,83,52,6.8,50.0,False,10.0,False,0.05
2002-04-21,4,1010.6,29.5,25.9,23.4,21.7,78,32,10.4,210.0,False,6.0,False,0.0
2002-04-22,4,1011.0,29.4,26.5,24.5,22.8,80,56,10.4,120.0,False,7.0,False,0.0
2002-04-23,4,1012.5,29.6,27.2,25.5,23.5,81,52,10.3,90.0,False,11.0,False,0.0
2002-04-24,4,1011.9,29.7,27.1,25.2,23.6,81,58,9.2,90.0,False,9.0,False,0.0
2002-04-25,4,1014.2,26.5,24.5,23.5,21.5,84,92,0.0,80.0,False,37.0,False,0.05
2002-04-26,4,1014.8,23.8,22.9,22.4,20.0,84,98,0.0,70.0,False,42.0,False,0.05
2002-04-27,4,1014.1,24.8,23.4,22.5,20.5,83,92,2.8,80.0,False,35.0,False,0.0
2002-04-28,4,1013.4,25.8,24.1,23.1,21.4,85,88,3.8,70.0,False,27.0,False,0.2
2002-04-29,4,1011.6,28.2,25.5,23.9,22.9,85,79,8.3,60.0,False,19.0,False,0.05
2002-05-01,5,1010.1,28.4,26.3,25.0,23.1,83,53,8.1,90.0,False,9.0,False,0.05
2002-05-02,5,1011.9,29.9,27.2,25.3,23.4,81,53,11.5,90.0,False,15.0,False,0.0
2002-05-03,5,1012.6,30.2,27.5,25.7,23.4,79,48,10.3,90.0,False,17.0,False,0.0
2002-05-04,5,1012.3,29.9,27.4,25.7,23.2,79,68,10.3,80.0,False,20.0,False,0.0
2002-05-05,5,1011.0,29.3,27.1,25.9,23.1,79,79,10.0,90.0,False,24.0,False,0.05
2002-05-06,5,1009.9,29.1,27.1,25.7,23.5,81,64,9.5,100.0,False,12.0,False,0.2
2002-05-07,5,1009.6,30.6,27.7,25.8,23.2,77,29,11.4,120.0,False,8.0,False,0.0
2002-05-08,5,1011.2,30.0,27.7,26.1,23.3,77,65,11.4,90.0,False,14.0,False,0.05
2002-05-09,5,1011.2,28.0,26.4,25.2,24.6,90,88,2.0,100.0,False,26.0,False,19.3
2002-05-10,5,1010.1,29.5,26.8,24.2,24.0,86,89,3.1,160.0,False,9.0,False,56.3
2002-05-11,5,1010.3,30.2,27.6,24.0,23.4,79,82,7.7,220.0,False,9.0,False,31.3
2002-05-12,5,1012.2,28.4,26.6,25.5,24.7,89,93,0.7,90.0,False,24.0,False,29.7
2002-05-13,5,1011.6,28.8,26.5,24.7,24.2,87,81,2.1,100.0,False,28.0,False,6.0
2002-05-14,5,1008.4,29.9,27.6,24.1,24.5,83,84,4.0,160.0,False,30.0,False,21.2
2002-05-15,5,1007.9,28.4,26.4,23.9,22.5,80,90,1.7,290.0,False,7.0,False,1.4
2002-05-16,5,1008.5,29.0,26.4,23.5,23.5,85,90,1.3,110.0,False,9.0,False,18.2
2002-05-17,5,1008.0,26.5,24.4,22.3,22.5,89,92,0.3,60.0,False,16.0,False,23.0
2002-05-18,5,1007.6,26.8,25.4,24.6,23.5,89,85,0.1,90.0,False,16.0,False,5.1
2002-05-19,5,1004.9,27.7,25.7,24.5,24.8,94,88,1.0,160.0,False,12.0,False,34.3
2002-05-20,5,1003.9,27.8,26.2,25.0,24.8,92,95,0.0,90.0,False,24.0,False,7.2
2002-05-21,5,1003.3,30.7,29.2,27.2,25.6,81,89,0.9,200.0,False,26.0,False,0.0
2002-05-22,5,1005.1,30.9,29.0,26.4,25.7,82,89,1.5,230.0,False,23.0,False,13.9
2002-05-23,5,1008.4,30.3,27.7,25.7,23.8,80,91,5.1,10.0,False,15.0,False,3.4
2002-05-24,5,1011.3,28.2,26.6,25.1,21.7,75,89,1.9,90.0,False,22.0,False,0.05
2002-05-25,5,1011.1,28.9,26.4,24.8,19.8,68,88,3.0,80.0,False,18.0,False,0.05
2002-05-26,5,1010.2,29.3,26.8,25.2,18.5,61,83,5.3,70.0,False,19.0,False,0.05
2002-05-27,5,1009.3,29.9,27.2,25.2,21.8,73,63,11.2,80.0,False,29.0,False,0.05
2002-05-28,5,1008.7,29.2,27.3,26.1,22.7,76,70,7.9,60.0,False,35.0,False,0.0
2002-05-29,5,1007.7,30.1,27.8,25.9,23.3,77,57,5.0,50.0,False,14.0,False,0.0
2002-05-30,5,1006.3,31.8,28.0,25.8,24.2,80,78,6.5,230.0,False,15.0,False,4.9
2002-06-01,6,1003.8,30.9,28.1,26.7,25.0,84,84,5.0,90.0,False,13.0,False,3.8
2002-06-02,6,1004.4,27.9,26.4,24.2,24.4,89,89,0.1,90.0,False,25.0,False,3.0
2002-06-03,6,1004.9,27.8,26.6,25.7,22.9,80,85,0.1,80.0,False,36.0,False,0.05
2002-06-04,6,1005.1,29.5,27.6,26.2,23.6,79,84,5.4,70.0,False,33.0,False,0.05
2002-06-05,6,1004.9,28.4,27.4,26.5,24.3,83,82,2.7,80.0,False,30.0,False,1.0
2002-06-06,6,1004.1,29.9,27.8,25.9,24.5,83,75,9.0,70.0,False,31.0,False,3.3
2002-06-07,6,1004.7,31.2,28.5,26.6,23.7,76,42,9.1,50.0,False,13.0,False,0.0
2002-06-08,6,1005.2,31.4,28.7,27.1,24.6,79,53,9.8,90.0,False,10.0,False,0.0
2002-06-09,6,1005.9,28.5,26.8,24.5,24.8,89,82,1.7,110.0,False,14.0,False,24.7
2002-06-10,6,1005.4,30.2,27.9,25.6,25.0,84,87,0.8,230.0,True,16.0,True,9.7
2002-06-11,6,1006.3,29.0,27.7,23.9,25.3,87,95,0.0,220.0,False,25.0,False,109.2
2002-06-12,6,1007.6,30.2,28.1,26.4,25.2,85,89,0.4,230.0,False,15.0,False,6.4
2002-06-13,6,1007.5,31.3,29.0,27.8,24.9,79,86,5.2,200.0,False,19.0,False,0.05
2002-06-14,6,1007.0,31.8,29.3,27.6,24.2,74,84,10.4,210.0,False,18.0,False,0.05
2002-06-15,6,1006.3,31.2,29.5,28.5,24.8,76,86,5.4,200.0,False,23.0,False,0.05
2002-06-16,6,1006.7,31.1,29.1,26.8,25.1,79,85,4.3,220.0,False,29.0,False,11.9
2002-06-17,6,1006.6,31.5,29.4,26.8,25.1,78,86,4.3,220.0,False,29.0,False,9.6
2002-06-18,6,1006.8,30.9,29.4,27.9,25.2,78,85,5.5,190.0,False,27.0,False,0.5
2002-06-19,6,1006.0,31.3,29.3,27.5,25.2,79,83,6.5,180.0,False,25.0,False,6.8
2002-06-20,6,1005.2,30.0,28.7,26.1,25.5,83,84,0.5,360.0,True,24.0,True,15.6
2002-06-21,6,1005.4,32.6,29.6,28.1,25.9,81,71,10.8,,True,,False,2.5
2002-06-22,6,1007.2,31.2,28.9,26.8,26.1,85,72,8.6,,True,,False,5.5
2002-06-23,6,1008.6,32.4,29.3,28.1,26.4,85,82,6.8,,True,,False,9.4
2002-06-24,6,1008.4,33.1,30.2,28.6,25.2,75,51,11.7,,True,,False,0.05
2002-06-25,6,1008.8,33.5,30.1,27.2,25.2,76,43,11.9,,True,,False,11.8
2002-06-26,6,1009.3,33.4,30.5,28.9,25.3,74,50,11.4,,True,,False,0.0
2002-06-27,6,1009.5,33.1,30.5,28.9,25.3,74,62,11.2,200.0,True,19.0,True,0.05
2002-06-28,6,1008.9,32.5,30.4,29.2,25.1,74,81,9.5,220.0,False,23.0,False,0.05
2002-06-29,6,1007.2,32.2,30.0,27.2,25.2,76,86,9.8,230.0,False,23.0,False,2.3
2002-07-01,7,1004.7,31.5,29.5,25.9,25.6,80,88,2.8,180.0,False,22.0,False,11.5
2002-07-02,7,1005.8,31.7,28.7,26.3,25.4,83,88,3.1,140.0,False,19.0,False,4.7
2002-07-03,7,1004.4,32.5,29.3,27.3,25.4,80,78,5.5,240.0,True,6.0,False,0.05
2002-07-04,7,1001.3,32.5,29.5,27.1,25.1,78,50,8.5,220.0,False,9.0,False,12.0
2002-07-05,7,1000.3,33.6,30.4,28.2,26.1,78,60,8.9,210.0,False,8.0,False,0.0
2002-07-06,7,999.8,30.7,28.8,26.7,26.3,86,86,3.5,40.0,False,15.0,False,5.6
2002-07-07,7,997.9,30.3,28.3,26.8,25.4,85,86,2.3,10.0,False,11.0,False,12.5
2002-07-08,7,996.9,32.2,28.5,25.8,24.3,79,86,3.5,360.0,False,18.0,False,0.5
2002-07-09,7,996.7,32.7,28.9,26.5,24.2,77,80,7.9,340.0,False,8.0,False,9.3
2002-07-10,7,998.1,32.0,29.5,26.9,24.2,74,73,8.2,10.0,False,8.0,False,0.0
2002-07-11,7,1000.1,32.8,30.3,27.2,25.4,76,69,9.5,230.0,False,19.0,False,0.05
2002-07-12,7,1001.0,33.3,30.4,28.4,24.9,73,39,11.3,230.0,False,18.0,False,0.0
2002-07-13,7,1000.4,33.3,30.8,28.7,25.8,75,60,10.0,200.0,False,12.0,False,0.0
2002-07-14,7,1000.0,33.1,30.8,28.5,26.6,79,57,10.8,130.0,False,13.0,False,0.05
2002-07-15,7,1001.4,32.7,30.5,29.0,25.9,77,55,11.6,100.0,False,16.0,False,0.05
2002-07-16,7,1002.9,30.3,28.2,26.1,25.1,84,82,1.7,230.0,False,33.0,False,24.3
2002-07-17,7,1004.3,32.1,29.3,25.2,25.8,82,90,1.7,220.0,False,39.0,False,38.2
2002-07-18,7,1003.6,30.9,29.7,28.7,25.7,79,88,3.3,220.0,False,40.0,False,0.9
2002-07-19,7,1005.0,30.3,29.5,28.6,25.6,80,90,0.0,220.0,False,32.0,False,0.2
2002-07-20,7,1007.2,30.4,29.3,26.7,25.9,82,88,1.7,180.0,False,24.0,False,8.8
2002-07-21,7,1007.5,32.3,29.2,26.6,25.6,82,83,10.0,150.0,False,18.0,False,0.8
2002-07-22,7,1006.6,31.9,28.0,25.3,24.9,83,86,5.9,150.0,False,16.0,False,17.9
2002-07-23,7,1005.3,30.5,28.0,24.7,24.8,83,83,4.2,150.0,True,12.0,True,8.0
2002-07-24,7,1004.5,31.8,29.2,27.5,25.4,81,81,9.1,140.0,True,12.0,True,0.05
2002-07-25,7,1002.1,32.1,29.4,26.6,25.5,80,83,8.2,220.0,False,13.0,False,0.9
2002-07-26,7,1001.0,31.4,27.9,25.5,25.2,86,89,1.4,220.0,False,13.0,False,41.8
2002-07-27,7,1003.7,28.1,27.0,26.1,25.7,93,88,0.0,90.0,False,8.0,False,17.7
2002-07-28,7,1006.1,28.7,26.7,25.2,25.2,92,88,4.4,50.0,False,24.0,False,16.0
2002-07-29,7,1006.4,28.6,26.0,24.5,24.8,93,88,2.5,60.0,False,23.0,False,71.8
2002-07-30,7,1006.9,28.6,26.8,25.6,25.5,93,90,1.8,80.0,False,11.0,False,7.0
2002-08-01,8,1004.4,31.5,28.8,25.8,24.5,79,39,10.9,240.0,False,8.0,False,0.05
2002-08-02,8,1002.8,31.6,29.2,26.2,25.4,80,86,5.3,60.0,False,7.0,False,0.05
2002-08-03,8,999.2,30.0,27.6,25.9,25.1,87,87,1.0,30.0,False,20.0,False,13.3
2002-08-04,8,993.2,28.4,27.1,25.9,24.4,86,88,1.7,20.0,False,47.0,False,19.4
2002-08-05,8,994.2,29.8,27.1,25.1,24.1,84,90,0.1,240.0,False,37.0,False,6.2
2002-08-06,8,1000.6,29.0,27.8,24.2,24.9,84,92,0.0,220.0,False,45.0,False,43.7
2002-08-07,8,1003.2,30.0,28.7,27.5,25.2,82,87,3.2,220.0,False,33.0,False,1.2
2002-08-08,8,1003.8,30.6,28.9,27.9,25.2,81,88,0.7,210.0,False,16.0,False,0.05
2002-08-09,8,1004.8,28.9,26.6,24.7,25.1,92,93,0.1,180.0,False,14.0,False,91.7
2002-08-10,8,1007.0,28.2,26.2,24.4,25.1,94,89,1.0,50.0,False,6.0,False,90.5
2002-08-11,8,1009.3,30.1,27.7,26.2,25.7,89,83,8.8,70.0,False,15.0,False,3.0
2002-08-12,8,1009.7,30.9,28.3,26.6,25.4,84,78,9.4,70.0,False,16.0,False,0.8
2002-08-13,8,1008.1,31.1,28.6,27.0,25.0,81,63,11.5,60.0,False,16.0,False,0.0
2002-08-14,8,1005.9,31.1,28.7,27.3,24.9,80,61,9.9,50.0,False,17.0,False,0.0
2002-08-15,8,1004.0,31.5,29.0,27.0,24.5,77,76,8.1,50.0,False,21.0,False,0.0
2002-08-16,8,1002.5,30.4,29.0,28.2,24.4,76,88,4.3,70.0,False,32.0,False,0.05
2002-08-17,8,1002.4,30.5,28.9,27.7,24.6,78,88,5.1,70.0,False,37.0,False,1.0
2002-08-18,8,1002.4,28.5,27.2,25.6,24.7,87,89,1.6,80.0,False,47.0,False,51.6
2002-08-19,8,1002.5,28.3,27.2,25.7,25.2,89,88,1.6,110.0,False,40.0,False,26.8
2002-08-20,8,1007.2,29.4,27.5,26.1,25.8,91,87,3.2,110.0,False,29.0,False,14.6
2002-08-21,8,1010.8,30.1,28.0,26.7,25.8,88,68,7.0,90.0,False,13.0,False,0.05
2002-08-22,8,1011.0,31.5,29.0,26.9,25.0,80,37,10.4,90.0,False,7.0,False,0.0
2002-08-23,8,1010.9,31.4,29.1,27.2,23.7,73,25,10.6,230.0,False,14.0,False,0.0
2002-08-24,8,1010.4,32.1,29.1,27.2,24.2,76,26,11.6,230.0,False,19.0,False,0.0
2002-08-25,8,1008.5,32.1,29.3,27.6,24.3,75,47,10.8,240.0,False,25.0,False,0.05
2002-08-26,8,1007.1,31.6,29.3,27.8,25.3,79,61,11.0,240.0,False,23.0,False,0.05
2002-08-27,8,1006.8,32.4,29.7,28.3,25.6,79,71,9.5,240.0,False,23.0,False,0.4
2002-08-28,8,1007.8,33.0,29.5,26.9,24.4,75,38,10.4,220.0,False,13.0,False,0.0
2002-08-29,8,1007.2,32.8,29.8,27.4,23.2,69,16,11.4,250.0,False,15.0,False,0.0
2002-08-30,8,1005.7,32.9,29.6,27.2,25.0,77,35,6.1,270.0,False,15.0,False,1.7
2002-09-01,9,1008.3,32.9,29.6,27.6,24.8,76,31,9.3,,True,,False,0.05
2002-09-02,9,1010.0,32.1,29.4,26.9,24.1,74,43,9.5,,True,13.0,True,0.6
2002-09-03,9,1009.9,30.6,27.8,25.1,24.1,80,73,4.7,30.0,False,9.0,False,6.8
2002-09-04,9,1008.9,30.9,28.2,26.2,22.7,73,43,10.0,20.0,False,10.0,False,0.0
2002-09-05,9,1007.7,31.9,29.1,26.7,21.8,65,38,8.2,230.0,False,8.0,False,0.0
2002-09-06,9,1005.5,33.4,30.0,27.3,23.4,69,55,8.0,350.0,False,12.0,False,0.0
2002-09-07,9,1003.9,31.7,29.1,27.0,18.2,52,10,10.6,360.0,False,30.0,False,0.0
2002-09-08,9,1004.9,31.7,28.2,25.6,19.4,59,31,10.1,360.0,False,15.0,False,0.0
2002-09-09,9,1006.3,31.6,28.7,26.3,23.1,72,52,7.1,80.0,False,12.0,False,0.0
2002-09-10,9,1004.8,31.7,28.2,25.9,24.6,82,86,3.2,360.0,False,15.0,False,49.0
2002-09-11,9,1003.3,28.0,26.0,23.8,23.5,86,94,0.0,100.0,False,62.0,False,39.5
2002-09-12,9,1008.2,27.7,26.5,24.4,23.9,86,89,0.2,110.0,False,30.0,False,17.8
2002-09-13,9,1009.0,28.0,26.6,25.3,24.9,90,84,1.9,110.0,False,14.0,False,9.2
2002-09-14,9,1007.7,27.2,26.1,24.7,24.8,92,90,0.1,110.0,False,14.0,False,56.2
2002-09-15,9,1005.7,26.1,25.3,24.3,24.7,96,97,0.0,130.0,False,27.0,False,161.1
2002-09-16,9,1006.0,27.8,25.4,24.1,24.7,96,95,2.0,100.0,False,25.0,False,121.9
2002-09-17,9,1008.4,25.9,24.7,23.9,24.0,96,98,0.1,60.0,True,29.0,True,162.8
2002-09-18,9,1012.0,29.4,27.0,24.7,23.3,81,74,9.1,,True,,False,3.5
2002-09-19,9,1012.9,29.7,27.8,26.3,23.2,76,75,6.4,,True,,False,0.0
2002-09-20,9,1012.8,28.9,27.5,26.4,23.1,77,38,10.7,,True,,False,0.0
2002-09-21,9,1011.8,29.2,27.5,26.6,23.6,79,69,7.0,,True,,False,0.05
2002-09-22,9,1012.5,27.4,26.1,24.5,23.7,87,90,0.7,,True,,False,83.0
2002-09-23,9,1013.4,27.8,26.3,24.6,21.7,76,89,3.2,,True,,False,0.0
2002-09-24,9,1013.8,26.5,25.4,23.9,21.6,79,88,0.6,60.0,True,37.0,True,0.4
2002-09-25,9,1013.6,26.2,25.0,24.2,22.9,88,88,0.0,60.0,False,34.0,False,5.6
2002-09-26,9,1013.2,27.5,26.2,24.9,23.9,87,86,3.9,80.0,False,29.0,False,0.2
2002-09-27,9,1012.5,29.4,27.4,26.1,24.4,84,71,8.0,120.0,False,20.0,False,0.2
2002-09-28,9,1012.9,28.7,27.1,26.0,24.4,85,73,8.2,110.0,False,17.0,False,0.8
2002-09-29,9,1012.9,27.2,26.2,24.7,23.5,85,88,2.0,80.0,False,28.0,False,4.4
2002-10-01,10,1012.7,27.2,25.4,23.8,22.9,86,86,1.1,40.0,False,13.0,False,7.6
2002-10-02,10,1012.9,28.1,26.3,24.7,22.1,78,83,2.8,70.0,False,13.0,False,0.0
2002-10-03,10,1013.9,28.3,26.7,25.5,22.4,78,81,2.6,70.0,True,23.0,True,0.0
2002-10-04,10,1014.0,28.4,26.9,25.8,23.5,82,77,4.1,70.0,False,24.0,False,0.0
2002-10-05,10,1012.8,28.4,27.1,26.0,23.7,82,79,6.8,80.0,False,21.0,False,0.0
2002-10-06,10,1012.7,26.9,25.2,23.7,18.0,66,86,0.9,10.0,False,33.0,False,0.05
2002-10-07,10,1015.6,24.7,23.8,23.0,12.0,48,86,0.0,10.0,False,27.0,False,0.05
2002-10-08,10,1017.1,26.5,24.1,21.4,11.2,45,17,10.5,10.0,False,20.0,False,0.0
2002-10-09,10,1017.3,26.7,23.9,21.2,12.6,50,5,10.5,10.0,False,18.0,False,0.0
2002-10-10,10,1016.3,27.2,24.5,22.1,17.1,64,27,9.6,90.0,False,17.0,False,0.0
2002-10-11,10,1013.0,28.1,25.8,23.9,20.5,73,52,9.2,70.0,False,17.0,False,0.0
2002-10-12,10,1011.6,28.3,26.5,25.1,22.0,77,79,4.1,60.0,False,25.0,False,0.0
2002-10-13,10,1012.5,27.7,26.6,25.6,23.1,81,81,0.9,70.0,False,22.0,False,0.0
2002-10-14,10,1014.1,27.8,26.3,24.9,21.9,77,38,9.8,70.0,False,26.0,False,0.0
2002-10-15,10,1015.3,28.4,26.5,24.9,22.7,80,31,10.3,70.0,False,19.0,False,0.0
2002-10-16,10,1014.6,28.1,26.5,25.3,23.1,81,70,9.1,80.0,True,21.0,True,0.0
2002-10-17,10,1011.6,28.5,27.1,26.1,23.8,82,89,2.3,100.0,True,19.0,True,0.1
2002-10-18,10,1009.9,28.1,26.6,24.5,24.1,87,81,2.9,230.0,True,11.0,True,54.9
2002-10-19,10,1010.2,29.6,27.5,26.0,23.6,80,51,8.4,220.0,False,8.0,False,0.0
2002-10-20,10,1011.4,30.2,27.6,25.8,23.5,79,76,7.5,150.0,False,8.0,False,0.0
2002-10-21,10,1012.9,27.4,24.1,22.3,22.2,89,91,0.1,10.0,False,16.0,False,50.1
2002-10-22,10,1014.0,23.9,23.5,23.1,20.8,85,88,0.0,40.0,True,28.0,True,0.05
2002-10-23,10,1015.3,23.7,20.8,19.8,18.3,86,89,0.0,360.0,False,30.0,False,9.2
2002-10-24,10,1016.4,24.2,22.1,19.6,17.9,77,74,3.1,360.0,False,22.0,False,0.05
2002-10-25,10,1017.5,26.3,24.6,23.0,20.4,78,59,9.1,90.0,False,23.0,False,0.05
2002-10-26,10,1017.0,26.6,24.9,23.1,20.8,78,70,9.1,80.0,False,23.0,False,0.5
2002-10-27,10,1015.7,24.7,23.8,22.4,19.7,78,84,1.7,80.0,False,29.0,False,0.1
2002-10-28,10,1014.1,24.6,24.1,22.9,20.9,83,93,0.3,80.0,False,38.0,False,1.0
2002-10-29,10,1013.0,25.2,24.5,23.8,22.2,87,89,0.0,80.0,False,41.0,False,4.1
2002-10-30,10,1013.7,24.0,23.5,23.1,22.8,96,90,0.0,80.0,False,43.0,False,66.2
2002-11-01,11,1016.9,25.3,22.9,20.7,17.8,73,57,7.5,10.0,False,29.0,False,0.0
2002-11-02,11,1019.9,23.2,21.4,20.0,15.7,70,72,3.9,10.0,False,32.0,False,0.0
2002-11-03,11,1022.1,22.9,20.7,18.5,9.5,51,8,9.2,10.0,False,37.0,False,0.0
2002-11-04,11,1022.6,21.5,20.0,18.2,7.0,43,27,10.1,10.0,False,30.0,False,0.0
2002-11-05,11,1020.8,22.3,20.6,18.1,12.6,61,35,10.1,60.0,False,32.0,False,0.0
2002-11-06,11,1019.1,23.5,21.7,19.6,15.2,67,9,10.3,50.0,False,26.0,False,0.0
